,Dis No,Year,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,Appeal,Declaration,AID Contribution ('000 US$),Dis Mag Value,Dis Mag Scale,Latitude,Longitude,River Basin,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,"Reconstruction Costs, Adjusted ('000 US$)","Insured Damages, Adjusted ('000 US$)","Total Damages, Adjusted ('000 US$)",Geo Locations,Start Date,End Date,Location List,mentions_1,mentions_2,mentions_3
54,2016-0236-CHN,2016.0,FL-2016-000044,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,"Jiangsu Sheng, Zhejiang Sheng, Anhui Sheng, Jiangxi Sheng, Gansu Sheng, Shaanxi Sheng, Qinghai Sheng, Hubei Sheng, Guangxi Zhuangzu Zizhiqu, Chongqing Shi, Sichuan Sheng, Guizhou Sheng, Yunnan Sheng, Hunan, Fujian provinces",Heavy rains,,,,,,197080.0,Km2,24.753,112.952,,68.0,,165000.0,,165000.0,,73162.0,3658076.0,"Anhui Sheng, Chongqing Shi, Fujian Sheng, Gansu Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hubei Sheng, Hunan Sheng, Jiangsu Sheng, Jiangxi Sheng, Qinghai Sheng, Shaanxi Sheng, Sichuan Sheng, Yunnan Sheng, Zhejiang Sheng (Adm1). ",2016-06-18,2016-06-23,"['Jiangsu Sheng', 'Zhejiang Sheng', 'Anhui Sheng', 'Jiangxi Sheng', 'Gansu Sheng', 'Shaanxi Sheng', 'Qinghai Sheng', 'Hubei Sheng', 'Guangxi Zhuangzu Zizhiqu', 'Chongqing Shi', 'Sichuan Sheng', 'Guizhou Sheng', 'Yunnan Sheng', 'Hunan', 'Fujian provinces']",0.0,0.0,32.0
55,2016-0238-CHN,2016.0,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,"Chongqing Shi, Hubei Sheng, Sichuan Sheng, Shaanxi Sheng, Henan Sheng, Yunnan Sheng, Anhui Sheng, Zhejiang Sheng, Jiangsu Sheng, Guizhou Sheng provinces",Monsoonal rains,,,,,,,Km2,,,,34.0,,150000.0,,150000.0,,,823067.0,"Anhui Sheng, Chongqing Shi, Guizhou Sheng, Henan Sheng, Hubei Sheng, Jiangsu Sheng, Shaanxi Sheng, Sichuan Sheng, Yunnan Sheng, Zhejiang Sheng (Adm1). ",2016-06-23,2016-06-30,"['Chongqing Shi', 'Hubei Sheng', 'Sichuan Sheng', 'Shaanxi Sheng', 'Henan Sheng', 'Yunnan Sheng', 'Anhui Sheng', 'Zhejiang Sheng', 'Jiangsu Sheng', 'Guizhou Sheng provinces']",0.0,1.0,47.0
56,2016-0257-CHN,2016.0,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,"Beijing Shi, Hebei Sheng, Shanxi Sheng, Inner Mongolia, Tianjin Shi, Shandong Sheng , Henan Sheng, Liaoning, Jilin, Heilongjiang ",Heavy rains,,,,,,,Km2,,,Yangtze river,289.0,,375000.0,,375000.0,,97549.0,5487114.0,"Beijing Shi, Hebei Sheng, Heilongjiang Sheng, Henan Sheng, Jilin Sheng, Liaoning Sheng, Nei Mongol Zizhiqu, Shandong Sheng, Shanxi Sheng, Tianjin Shi (Adm1). ",2016-07-18,2016-07-25,"['Beijing Shi', 'Hebei Sheng', 'Shanxi Sheng', 'Inner Mongolia', 'Tianjin Shi', 'Shandong Sheng ', 'Henan Sheng', 'Liaoning', 'Jilin', 'Heilongjiang ']",0.0,7.0,34.0
57,2016-0179-DEU,2016.0,,Natural,Hydrological,Flood,,,,Germany,DEU,Western Europe,Europe,"Simbach am Inn, Triften, Tann, Regen cities (Niederbayern district, Bayern province)",Heavy rains,,,,,,91555.0,Km2,48.407,10.22,,7.0,,,,,,1012068.0,2438717.0,Niederbayern (Adm2). ,2016-05-31,2016-06-07,"['Simbach am Inn', 'Triften', 'Tann', 'Regen cities', 'Niederbayern district', 'Bayern province']",0.0,0.0,0.0
58,2016-0184-DOM,2016.0,,Natural,Hydrological,Flood,,,,Dominican Republic (the),DOM,Caribbean,Americas,"Santo Domingo, La Romana cities",,,,,,,,Km2,,,,,,,,,,,,"Distrito Nacional, La Romana (Adm2). ",2016-05-07,2016-05-08,"['Santo Domingo', 'La Romana cities']",0.0,0.0,6.0
59,2016-0151-ECU,2016.0,,Natural,Geophysical,Earthquake,Ground movement,,,Ecuador,ECU,South America,Americas,"Esmeraldas district (Esmeraldas province), Portoviejo district (Manabi province)",,,,,,,7.0,Richter,0.495,-79.62,,1.0,87.0,60.0,,147.0,,,,"Esmeraldas, Portoviejo (Adm2). ",2016-05-18,2016-05-18,"['Esmeraldas district', 'Esmeraldas province', 'Portoviejo district', 'Manabi province']",0.0,1.0,3.0
60,2016-0032-ECU,2016.0,,Natural,Hydrological,Flood,Flash flood,,,Ecuador,ECU,South America,Americas,"Guayas, Bolívar, Esmeraldas, Cotopaxi, Los Ríos, Manabí, Imbabura, Santo Domingo de los Tsáchilas, El Oro provinces",Heavy rainfall,,,,,,69542.0,Km2,-0.786,-79.701,"Chone, Esmeraldas, Guayaqui",9.0,,10000.0,,10000.0,,,12194.0,"Bolivar, Cotopaxi, El Oro, Esmeraldas, Guayas, Imbabura, Los Rios, Manabi, Santo Domingo de los Tsachilas (Adm1). ",2016-01-01,2016-01-25,"['Guayas', 'Bolívar', 'Esmeraldas', 'Cotopaxi', 'Los Ríos', 'Manabí', 'Imbabura', 'Santo Domingo de los Tsáchilas', 'El Oro provinces']",0.0,0.0,0.0
61,2016-0212-GHA,2016.0,,Natural,Hydrological,Flood,,,,Ghana,GHA,Western Africa,Africa,"Kwame Nkrumah Circle, Airport Residential area, Dzorwulu, Tse Addo (Accra Metropolis district, Greater Accra province), Tema Metropolis district (Greater Accra province)",Torrential rain,,,,,,47506.0,Km2,6.414,-1.165,Odaw,10.0,,,,,,,,"Accra Metropolis, Tema Metropolis (Adm2). ",2016-06-10,2016-06-14,"['Kwame Nkrumah Circle', 'Airport Residential area', 'Dzorwulu', 'Tse Addo', 'Accra Metropolis district', 'Greater Accra province', 'Tema Metropolis district', 'Greater Accra province']",0.0,0.0,0.0
62,2016-0318-GTM,2016.0,,Natural,Hydrological,Landslide,Landslide,,,Guatemala,GTM,Central America,Americas,Villa Nueva,Heavy rains,,,,,,,,,,,10.0,1.0,45.0,,46.0,,,,Villa Nueva (Adm2). ,2016-09-06,2016-09-07,['Villa Nueva'],107.0,0.0,0.0
63,2016-0284-GTM,2016.0,TC-2016-000078,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Earl',Guatemala,GTM,Central America,Americas,"Petén, Izabal provinces",,,,,,,,Kph,,,,,,55.0,,55.0,,,,"Izabal, Petén (Adm1). ",2016-08-06,2016-08-06,"['Petén', 'Izabal provinces']",107.0,1.0,1.0
64,2016-0284-HND,2016.0,TC-2016-000078,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Earl',Honduras,HND,Central America,Americas,"Islas De Bahía, Colon, Gracias A Dios, Cortés",,,,,,,,Kph,,,,1.0,,151.0,,151.0,,,,"Colon, Cortes, Gracias A Dios, Islas De Bahia (Adm1). ",2016-08-06,2016-08-06,"['Islas De Bahía', 'Colon', 'Gracias A Dios', 'Cortés']",0.0,19.0,0.0
65,2016-0138-MMR,2016.0,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Myanmar,MMR,South-Eastern Asia,Asia,"Sagaing, Madalay, Magway, Shan, Shin provinces",,Flood,Hail,,,,,Kph,,,,14.0,12.0,,12000.0,12012.0,,,2439.0,"Magway, Mandalay, Sagaing (Adm1). ",2016-04-21,2016-04-23,"['Sagaing', 'Madalay', 'Magway', 'Shan', 'Shin provinces']",0.0,0.0,0.0
66,2016-0282-MKD,2016.0,FF-2016-000079,Natural,Hydrological,Flood,Flash flood,,,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,Europe,"Chento, Indzikovo, Singelich, Stajkovci, Smilkovci, Creshevo, Viniche, Strachinci, Stajkovci, Aracinovo villages and communities (Skopje province), Shipkovica, Brodec, Veshala, Poroj villages (Tetovo province)",,"Slide (land, mud, snow, rock)",Storm,,,,,Km2,,,,22.0,60.0,33522.0,,33582.0,,,60968.0,"Skopje, Tetovo (Adm1). ",2016-08-06,2016-08-07,"['Chento', 'Indzikovo', 'Singelich', 'Stajkovci', 'Smilkovci', 'Creshevo', 'Viniche', 'Strachinci', 'Stajkovci', 'Aracinovo villages and communities', 'Skopje province', 'Shipkovica', 'Brodec', 'Veshala', 'Poroj villages', 'Tetovo province']",0.0,0.0,0.0
67,2016-0227-RUS,2016.0,,Natural,Hydrological,Flood,,,,Russian Federation (the),RUS,Eastern Europe,Europe,"Dagestan Rep., Chechnya Rep., Severnaya Osetiya-alaniya Rep. provinces",Torrential rains,"Slide (land, mud, snow, rock)",Storm,,,,,Km2,,,,,,8196.0,,8196.0,,,12194.0,"Chechnya Rep., Dagestan Rep., Severnaya Osetiya-alaniya Rep. (Adm1). ",2016-06-04,2016-06-10,"['Dagestan Rep.', 'Chechnya Rep.', 'Severnaya Osetiya-alaniya Rep. provinces']",113.0,0.0,6.0
68,2016-0284-MEX,2016.0,TC-2016-000078,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Earl',Mexico,MEX,Central America,Americas,"Puebla, Veracruz provinces",,"Slide (land, mud, snow, rock)",Flood,,,,,Kph,,,,54.0,,11000.0,,11000.0,,,,"Puebla, Veracruz (Adm1). ",2016-08-06,2016-08-07,"['Puebla', 'Veracruz provinces']",0.0,0.0,0.0
69,2016-0211-NLD,2016.0,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Netherlands (the),NLD,Western Europe,Europe,Utrecht province and South,,Hail,Flood,,,,,Kph,,,,,,,,,,642602.0,1029139.0,Utrecht (Adm1). ,2016-06-23,2016-06-24,['Utrecht province and South'],0.0,0.0,0.0
70,2016-0061-MAR,2016.0,CW-2016-000016,Natural,Meteorological,Extreme temperature ,Cold wave,,,Morocco,MAR,Northern Africa,Africa,"Figuig district (Oriental province), Azilal district (Tadla - Azilal province, north of the High Atlas region), Taza, Guercif cities (Taza district, Taza - Al Hoceima - Taounate province), Rif region (Al Hoceima district, Taza - Al Hoceima - Taounate province), Boulemane, Sefrou districts (Fès - Boulemane province, Middle Atlas region) ",Polar air mass flow,Storm,Snow/ice,,,,,°C,,,,,,750000.0,,750000.0,,,,"Al Hoceima, Azilal, Boulemane, Figuig, Sefrou, Taza (Adm2). ",2016-02-27,2016-02-27,"['Figuig district', 'Oriental province', 'Azilal district', 'Tadla - Azilal province', 'north of the High Atlas region', 'Taza', 'Guercif cities', 'Taza district', 'Taza - Al Hoceima - Taounate province', 'Rif region', 'Al Hoceima district', 'Taza - Al Hoceima - Taounate province', 'Boulemane', 'Sefrou districts', 'Fès - Boulemane province', 'Middle Atlas region ']",0.0,0.0,2.0
71,2016-0185-HTI,2016.0,,Natural,Hydrological,Flood,,,,Haiti,HTI,Caribbean,Americas,"Leogane, Archahaei districts (Ouest province), Cite Soleil, Carrefour municipalities (Port-au-Prince district, Ouest province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,1.0,3.0,18370.0,,18373.0,,,,"Arcahaie, Leogane, Port-Au-Prince (Adm2). ",2016-05-26,2016-05-31,"['Leogane', 'Archahaei districts', 'Ouest province', 'Cite Soleil', 'Carrefour municipalities', 'Port-au-Prince district', 'Ouest province']",0.0,0.0,2.0
72,2016-0094-IDN,2016.0,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Cicalengka, Rancaekek, Cileunyi, Solokan Jeruk, Majalaya, Ciparay, Baleendah, Dayeuhkolot, Bojongsoang, Pameungpeuk, Banjaran, Arjasri, Cangkuang, Katapang and Kutawaringin districts areas (Bandung, Jawa Barat province)",Monsoonal rains,"Slide (land, mud, snow, rock)",,,,,,Km2,,,Citarum river,5.0,,24000.0,,24000.0,,,,Bandung (Adm2). ,2016-03-08,2016-03-13,"['Cicalengka', 'Rancaekek', 'Cileunyi', 'Solokan Jeruk', 'Majalaya', 'Ciparay', 'Baleendah', 'Dayeuhkolot', 'Bojongsoang', 'Pameungpeuk', 'Banjaran', 'Arjasri', 'Cangkuang', 'Katapang and Kutawaringin districts areas', 'Bandung', 'Jawa Barat province']",0.0,0.0,4.0
73,2016-0040-IDN,2016.0,FL-2016-000009,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Dharmasraya, Kota Payakumbuh, Kota Solok, Limapuluhkoto, Kota Pasaman, Solok, Solok Selatan, Sawahlunto/sijunjung districts (Sumatera Barat province), Bangka Tengah, Bangka Selatan, Bangka Barat, Kota Pangkalpinang districts (Bangka Belitung province), Kampar, Rokanhulu districts (Riau province), Aceh Besar, Aceh Utara, Pidie (Nangroe Aceh Darussalam province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,235819.0,Km2,-2.465,103.352,"Rokan, Muara Bandar, Palis, Batang Lubuh, Batang Bangko, Batng Suliti, Batang Lolo rivers",8.0,,80313.0,,80313.0,,,2439.0,"Aceh Besar, Aceh Utara, Bangka Barat, Bangka Selatan, Bangka Tengah, Dharmasraya, Kampar, Kota Pangkalpinang, Kota Pasaman, Kota Payakumbuh, Kota Solok, Limapuluhkoto, Pidie, Rokanhulu, Sawahlunto/sijunjung, Solok, Solok Selatan (Adm2). ",2016-02-07,2016-02-12,"['Dharmasraya', 'Kota Payakumbuh', 'Kota Solok', 'Limapuluhkoto', 'Kota Pasaman', 'Solok', 'Solok Selatan', 'Sawahlunto/sijunjung districts', 'Sumatera Barat province', 'Bangka Tengah', 'Bangka Selatan', 'Bangka Barat', 'Kota Pangkalpinang districts', 'Bangka Belitung province', 'Kampar', 'Rokanhulu districts', 'Riau province', 'Aceh Besar', 'Aceh Utara', 'Pidie', 'Nangroe Aceh Darussalam province']",0.0,0.0,1.0
74,2016-0092-IDN,2016.0,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Sarolangun district (Jambi province), Cianjur district (Jawa Barat province), Tanahbumbu district (Kalimantan Selatan province), Dki Jakarta, Lampung, Sumatera Selatan, Kalimantan Barat, Sulawesi Selatan provinces",Monsoonal rain,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,6.0,,12500.0,,12500.0,,,,"Dki Jakarta, Kalimantan Barat, Lampung, Sulawesi Selatan, Sumatera Selatan (Adm1). Cianjur, Sarolangun, Tanahbumbu (Adm2). ",2016-03-07,2016-03-08,"['Sarolangun district', 'Jambi province', 'Cianjur district', 'Jawa Barat province', 'Tanahbumbu district', 'Kalimantan Selatan province', 'Dki Jakarta', 'Lampung', 'Sumatera Selatan', 'Kalimantan Barat', 'Sulawesi Selatan provinces']",0.0,0.0,22.0
75,2016-0139-IND,2016.0,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Arunachal Pradesh, Assam, Nagaland provinces",Pre-monsoon rains,"Slide (land, mud, snow, rock)",,,,,70518.0,Km2,27.464,95.607,Brahmaptura river,18.0,,100000.0,,100000.0,,,182904.0,"Arunachal Pradesh, Assam, Nagaland (Adm1). ",2016-04-22,2016-04-25,"['Arunachal Pradesh', 'Assam', 'Nagaland provinces']",0.0,0.0,5.0
76,2016-0221-JPN,2016.0,,Natural,Hydrological,Flood,,,,Japan,JPN,Eastern Asia,Asia,Kumamoto province,Torrential rain,"Slide (land, mud, snow, rock)",,,,,18481.0,Km2,32.603,130.99,,7.0,,6000.0,,6000.0,,,,Kumamoto (Adm1). ,2016-06-20,2016-06-23,['Kumamoto province'],0.0,5.0,6.0
77,2016-0153-LKA,2016.0,FL-2016-000050,Natural,Hydrological,Flood,,,,Sri Lanka,LKA,Southern Asia,Asia,"Kilinochchi district (Northern province), Colombo district (Western province), Kegalle district (Sabaragamuwa province)","Heavy rains, Cyclone Roanu","Slide (land, mud, snow, rock)",,,,,,Km2,,,,203.0,,301602.0,,301602.0,,126813.0,1463230.0,"Colombo, Kegalle, Kilinochchi (Adm2). ",2016-05-14,2016-05-15,"['Kilinochchi district', 'Northern province', 'Colombo district', 'Western province', 'Kegalle district', 'Sabaragamuwa province']",0.0,9.0,6.0
78,2016-0267-NPL,2016.0,,Natural,Hydrological,Flood,Flash flood,,,Nepal,NPL,Southern Asia,Asia,"Pyuthan (Rapti), Gulmi, Palpa, Rupandehi (Lumbini), Makwanpur (Narayani), Udaypur (Sagarmatha), Baglung, Setibeni Bazaar (Dhawalagiri), Banke (Bheri), Jhapa (Mechi)",Monsoonal rains,"Slide (land, mud, snow, rock)",,,,,,Km2,,,"Jhimruk, Bagdula, Kaligandaki River",138.0,51.0,10500.0,,10551.0,,,18290.0,"Bheri, Dhawalagiri, Lumbini, Mechi, Narayani, Rapti, Sagarmatha (Adm2). ",2016-07-25,2016-07-27,"['Pyuthan', 'Rapti', 'Gulmi', 'Palpa', 'Rupandehi', 'Lumbini', 'Makwanpur', 'Narayani', 'Udaypur', 'Sagarmatha', 'Baglung', 'Setibeni Bazaar', 'Dhawalagiri', 'Banke', 'Bheri', 'Jhapa', 'Mechi']",0.0,0.0,6.0
79,2016-0112-PAK,2016.0,FL-2016-000021,Natural,Hydrological,Flood,Flash flood,,,Pakistan,PAK,Southern Asia,Asia,"Kohistan, Shangla districts (Khyber Pakhtunkhwa province), Gilgit-Balistan (40409), Azad Kashmir (40408) provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,111748.0,Km2,33.054,71.779,Swat river,92.0,77.0,,,77.0,,,,"Jammu and Kashmir (Administrative unit not available) (Adm1). Kohistan District, Shangla District (Adm2). ",2016-04-02,2016-04-08,"['Kohistan', 'Shangla districts', 'Khyber Pakhtunkhwa province', 'Gilgit-Balistan', '40409', 'Azad Kashmir', '40408 provinces']",0.0,0.0,6.0
80,2016-0054-PER,2016.0,,Natural,Hydrological,Flood,,,,Peru,PER,South America,Americas,"Puno, Arequipa, Cusco, Junin provinces",,"Slide (land, mud, snow, rock)",,,,,,Km2,,,"Ralis, Sullca, Urubamba, Coschireni rivers",2.0,,10000.0,,10000.0,,,2439.0,"Arequipa, Cusco, Junin, Puno (Adm1). ",2016-02-20,2016-02-25,"['Puno', 'Arequipa', 'Cusco', 'Junin provinces']",0.0,0.0,4.0
82,2016-0161-KEN,2016.0,,Natural,Hydrological,Flood,,,,Kenya,KEN,Eastern Africa,Africa,"Nairobi district (Nairobi province); Turkana, Wajir, Marsabit",,Collapse,,,,,,Km2,,,"Kolotum, Mutoine, Garissa, Tana rivers",39.0,,10000.0,,10000.0,,,,"Marsabit, Nairobi, Turkana, Wajir (Adm2). ",2016-04-29,2016-05-02,"['Nairobi district', 'Nairobi province', 'Turkana', 'Wajir', 'Marsabit']",8.0,0.0,16.0
