,Dis No,Year,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,Appeal,Declaration,AID Contribution ('000 US$),Dis Mag Value,Dis Mag Scale,Latitude,Longitude,River Basin,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,"Reconstruction Costs, Adjusted ('000 US$)","Insured Damages, Adjusted ('000 US$)","Total Damages, Adjusted ('000 US$)",Geo Locations,Start Date,End Date,Location List,mentions_1,mentions_2,mentions_3
1194,2018-0484-VNM,2018.0,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical depression 'Toraji',Viet Nam,VNM,South-Eastern Asia,Asia,Khanh Hoa province,,,,,,,,Kph,,,,19.0,28.0,10000.0,,10028.0,,,20046.0,Khanh Hoa (Adm1). ,2018-11-17,2018-11-18,['Khanh Hoa province'],0.0,0.0,0.0
1196,2018-0253-COD,2018.0,EP-2018-000049-COD,Natural,Biological,Epidemic,Viral disease,,Ebola,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,"Bikoro, Iboko, Wangata (Equateur province)",,,,,,,,Vaccinated,,,,33.0,10.0,,,10.0,,,,,2018-05-08,2018-08-03,"['Bikoro', 'Iboko', 'Wangata', 'Equateur province']",0.0,0.0,0.0
1197,2018-0363-COD,2018.0,,Natural,Biological,Epidemic,Viral disease,,Ebola,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,"Beni, Mabalako, Katwa, Kalunguta, Butembo, Masereka, Oicha, Kyondo, Musienene, Vuhovi, Mutwanga (North Kivu Province); South Kivu province; Mandima, Tchomia, Komanda (Ituri Province); Goma",,,,,,,301779.0,Vaccinated,,,,2287.0,3470.0,,,3470.0,,,,,2018-08-01,2019-12-13,"['Beni', 'Mabalako', 'Katwa', 'Kalunguta', 'Butembo', 'Masereka', 'Oicha', 'Kyondo', 'Musienene', 'Vuhovi', 'Mutwanga', 'North Kivu Province', 'South Kivu province', 'Mandima', 'Tchomia', 'Komanda', 'Ituri Province', 'Goma']",0.0,0.0,1.0
1198,2018-0434-ZWE,2018.0,,Natural,Biological,Epidemic,Viral disease,,Typhoid fever,Zimbabwe,ZWE,Eastern Africa,Africa,"Mbare,Kuwadzana, Glen View, and Budiriro (Harare region); Gweru city (Midland Province)",,,,,,,,Vaccinated,,,,12.0,5164.0,,,5164.0,,,,,2018-08-07,2018-11-16,"['Mbare,Kuwadzana', 'Glen View', 'and Budiriro', 'Harare region', 'Gweru city', 'Midland Province']",0.0,2.0,2.0
1199,2018-0399-MNP,2018.0,,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Yutu' (Rosita),Northern Mariana Islands (the),MNP,Micronesia,Oceania,"Tinian, Saipan",,,,,,,290.0,Kph,,,,2.0,,,,,,,,Administrative unit not available (Adm1). ,2018-10-25,2018-10-25,"['Tinian', 'Saipan']",0.0,0.0,0.0
1200,2019-0086-USA,2019.0,,Natural,Hydrological,Flood,,,,United States of America (the),USA,Northern America,Americas,"Amador, Glenn, Lake, Mendocino, Sonoma, Humboldt counties (California)",Heavy rain,Storm,"Slide (land, mud, snow, rock)",,Yes,,,Km2,,,,1.0,,6000.0,,6000.0,,,,"Amador, Glenn, Humboldt, Lake, Mendocino, Sonoma (Adm2). ",2019-02-25,2019-03-01,"['Amador', 'Glenn', 'Lake', 'Mendocino', 'Sonoma', 'Humboldt counties', 'California']",30.0,0.0,2.0
1201,2019-0545-AUS,2019.0,WF-2019-000183,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,Currowan,Australia,AUS,Australia and New Zealand,Oceania,"New South Wales, Queensland; Victoria; South Australia, Western Australia",High temperatures and dry conditions,Pollution,Heat wave,,Yes,,169967.0,Km2,,,,32.0,24.0,1959.0,6900.0,8883.0,,,2289430.0,"New South Wales, Queensland, South Australia, Victoria, Western Australia (Adm1). ",2019-09-01,,"['New South Wales', 'Queensland', 'Victoria', 'South Australia', 'Western Australia']",0.0,0.0,5.0
1202,2019-0387-CHN,2019.0,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone Lekima (Hanna),China,CHN,Eastern Asia,Asia,Zhejiang and Shandong provinces,,"Slide (land, mud, snow, rock)",Flood,,,,175.0,Kph,,,,72.0,,108000.0,,108000.0,,,11447148.0,"Shandong Sheng, Zhejiang Sheng (Adm1). ",2019-08-10,2019-08-12,['Zhejiang and Shandong provinces'],28.0,5.0,0.0
1203,2019-0089-USA,2019.0,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,United States of America (the),USA,Northern America,Americas,"Tennessee, Mississippi, Alabama, Illinois, Indiana, Ohio, Connecticut, Maryland, Massachusetts, New Jersey, New-York, Pennsylvania, Virginia, West Virginia states ",,Hail,Flood,,,,,Kph,,,,2.0,12.0,,,12.0,,,1373658.0,"Alabama, Connecticut, Illinois, Indiana, Maryland, Massachusetts, Mississippi, New Jersey, New York, Ohio, Pennsylvania, Tennessee, Virginia, West Virginia (Adm1). ",2019-02-23,2019-02-25,"['Tennessee', 'Mississippi', 'Alabama', 'Illinois', 'Indiana', 'Ohio', 'Connecticut', 'Maryland', 'Massachusetts', 'New Jersey', 'New-York', 'Pennsylvania', 'Virginia', 'West Virginia states ']",30.0,4.0,21.0
1205,2019-0227-UGA,2019.0,,Natural,Hydrological,Landslide,Landslide,,,Uganda,UGA,Eastern Africa,Africa,"Bududa, Bushenyi, Rukiga, Sironko, Mbale, Butaleja Districts ",Heavy rains,Flood,Lightening,,,,,,,,,61.0,25.0,129928.0,,129953.0,,,,"Bududa, Bushenyi, Butaleja, Mbale, Sironko (Adm1). Rukiga (Adm2). ",2019-06-04,2019-06-08,"['Bududa', 'Bushenyi', 'Rukiga', 'Sironko', 'Mbale', 'Butaleja Districts ']",0.0,0.0,8.0
1206,2019-0045-USA,2019.0,,Natural,Meteorological,Storm,Convective storm,Sand/Dust storm,,United States of America (the),USA,Northern America,Americas,Midwest and Northeast,,Snow/ice,Lightening,,,,,Kph,,,,10.0,,,,,,,114471.0,"Connecticut, Illinois, Indiana, Iowa, Kansas, Maine, Massachusetts, Michigan, Minnesota, Missouri, Nebraska, New Hampshire, New Jersey, New York, North Dakota, Ohio, Pennsylvania, Rhode Island, South Dakota, Vermont, Wisconsin (Adm1). ",2019-01-18,2019-01-21,['Midwest and Northeast'],0.0,0.0,0.0
1207,2019-0233-SLV,2019.0,,Natural,Geophysical,Earthquake,Ground movement,,,El Salvador,SLV,Central America,Americas,San Martín municipality (San Salvador Department),,"Slide (land, mud, snow, rock)",,,,,7.0,Richter,13.243,-89.272,,1.0,,160.0,,160.0,,,,San Martin (Adm2). ,2019-05-30,2019-05-30,"['San Martín municipality', 'San Salvador Department']",0.0,0.0,18.0
1208,2019-0216-TJK,2019.0,,Natural,Hydrological,Flood,Flash flood,,,Tajikistan,TJK,Central Asia,Asia,"Farkhor, Vose, Temurmalik, Khuroson, Panj (Khatlon province); Konibodom, Panjakent, Isfara, B. Gafurov (Sughd province); Rudaky, Fayzobod districts (DRD)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,106546.0,Km2,37.42,69.354,,4.0,,6750.0,,6750.0,,,,"Faysabadskiy, Ghozimalik, Hojenskiy, Isfarinskiy, Kanibadamskiy, Leninskiy, Penjikenskiy, Piynjskiy, Sovetskiy, Voseysky (Adm2). ",2019-06-01,2019-06-07,"['Farkhor', 'Vose', 'Temurmalik', 'Khuroson', 'Panj', 'Khatlon province', 'Konibodom', 'Panjakent', 'Isfara', 'B. Gafurov', 'Sughd province', 'Rudaky', 'Fayzobod districts', 'DRD']",0.0,0.0,0.0
1209,2019-0090-USA,2019.0,,Natural,Hydrological,Flood,,,,United States of America (the),USA,Northern America,Americas,Northern California,,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,1.0,,8000.0,,8000.0,,,,California (Adm1). ,2019-02-26,2019-03-04,['Northern California'],0.0,17.0,23.0
1210,2019-0265-VNM,2019.0,,Natural,Hydrological,Flood,,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Ha Giang, Bac Kan, Cao Bang and Yen Bai Provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,3.0,,,265.0,265.0,,,,"Bac Kan, Cao Bang, Ha Giang, Yen Bai (Adm1). ",2019-05-27,2019-05-30,"['Ha Giang', 'Bac Kan', 'Cao Bang and Yen Bai Provinces']",0.0,14.0,0.0
1211,2019-0176-ZAF,2019.0,,Natural,Hydrological,Flood,,,,South Africa,ZAF,Southern Africa,Africa,"KwaZulu-Natal, Eastern Cape, Free state provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,73.0,,1000.0,,1000.0,,,57236.0,"Eastern Cape, Free State, KwaZulu-Natal (Adm1). ",2019-04-21,2019-04-25,"['KwaZulu-Natal', 'Eastern Cape', 'Free state provinces']",0.0,1.0,0.0
1212,2019-0645-BDI,2019.0,,Natural,Hydrological,Flood,,,,Burundi,BDI,Eastern Africa,Africa,"Uwinterekwa, Buterere (Bujumba Mairie)",,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,14.0,33.0,3740.0,,3773.0,,,,Bujumbura Mairie (Adm1). ,2019-12-21,2019-12-28,"['Uwinterekwa', 'Buterere', 'Bujumba Mairie']",0.0,7.0,3.0
1213,2019-0368-BRA,2019.0,,Natural,Hydrological,Flood,,,,Brazil,BRA,South America,Americas,Metropolitan Region of Recife,,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,12.0,,,,,,,,"Abreu E Lima, Aracoiaba, Cabo De Santo Agostinho, Camaragibe, Goiana, Igarassu, Ipojuca, Itamaraca, Itapissuma, Jaboatao Dos Guararapes, Moreno, Olinda, Paulista, Recife, Sao Lourenco Da Mata (Adm2). ",2019-07-23,2019-07-24,['Metropolitan Region of Recife'],0.0,68.0,8.0
1214,2019-0542-BRA,2019.0,,Natural,Hydrological,Flood,,,,Brazil,BRA,South America,Americas,"Alegre, Vitória, Vila Velha, Cariacica, Viana municipalities (Espirito Santo State)",,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,2.0,12.0,660.0,,672.0,,,,"Alegre, Cariacica, Viana, Vila Velha, Vitoria (Adm2). ",2019-11-16,2019-11-17,"['Alegre', 'Vitória', 'Vila Velha', 'Cariacica', 'Viana municipalities', 'Espirito Santo State']",0.0,29.0,4.0
1215,2019-0580-BRA,2019.0,,Natural,Hydrological,Flood,,,,Brazil,BRA,South America,Americas,"Salvador de Bahia City (Bahia State, north-eastern Brazil)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,173355.0,Km2,-39.27,-12.906,,,,300.0,,300.0,,,,Salvador (Adm2). ,2019-11-25,2019-11-27,"['Salvador de Bahia City', 'Bahia State', 'north-eastern Brazil']",0.0,0.0,5.0
1216,2019-0611-CHN,2019.0,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,Central,Heavy rains,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,14.0,,,,,,,103024.0,"Henan Sheng, Hubei Sheng, Hunan Sheng, Jiangxi Sheng (Adm1). ",2019-10-15,2019-10-25,['Central'],0.0,1.0,34.0
1217,2019-0579-DJI,2019.0,FF-2019-000161,Natural,Hydrological,Flood,Flash flood,,,Djibouti,DJI,Eastern Africa,Africa,"Djibouti, Arta, Damerjog, Goubeto, Tadjourah, Day",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,11.0,,250000.0,,250000.0,,,,"Ali Sabieh, Dikhil, Djibouti, Tadjourah (Adm1). ",2019-11-21,2019-11-28,"['Djibouti', 'Arta', 'Damerjog', 'Goubeto', 'Tadjourah', 'Day']",0.0,4.0,16.0
1218,2019-0160-USA,2019.0,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas," Robertson, Angelina, Houston and Cherokee Counties (Texas); Louisiana, Arkansas, Mississippi, Alabama, Georgia, North Carolina, Ohio, Pennyslvania",,Hail,,,,,160.0,Kph,,,,8.0,12.0,,165.0,177.0,,,1488129.0,"Alabama, Arkansas, Georgia, Louisiana, Mississippi, North Carolina, Ohio, Pennsylvania (Adm1). Angelina, Cherokee, Houston, Robertson (Adm2). ",2019-04-13,2019-04-14,"[' Robertson', 'Angelina', 'Houston and Cherokee Counties', 'Texas', 'Louisiana', 'Arkansas', 'Mississippi', 'Alabama', 'Georgia', 'North Carolina', 'Ohio', 'Pennyslvania']",0.0,7.0,16.0
1219,2019-0250-USA,2019.0,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,"Jefferson city, Golden (Barry county), Carl Junction (Jasper county), Missouri state",,Hail,,,,,150.0,Kph,,,,3.0,150.0,,,150.0,,,,"Barry, Jasper, Jefferson (Adm2). ",2019-05-23,2019-05-31,"['Jefferson city', 'Golden', 'Barry county', 'Carl Junction', 'Jasper county', 'Missouri state']",0.0,11.0,39.0
1220,2019-0116-USA,2019.0,,Natural,Hydrological,Flood,Riverine flood,,,United States of America (the),USA,Northern America,Americas,"Nebraska, Iowa, Wisconsin, Missouri, Kansas, Illinois, Minnesota, South Dakota, North Dakota, Michigan",Fast snowmelt,Storm,,,,,,Km2,,,,5.0,,2000.0,,2000.0,,2861787.0,11447148.0,"Illinois, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, South Dakota, Wisconsin (Adm1). ",2019-03-14,2019-03-31,"['Nebraska', 'Iowa', 'Wisconsin', 'Missouri', 'Kansas', 'Illinois', 'Minnesota', 'South Dakota', 'North Dakota', 'Michigan']",0.0,7.0,1.0
1221,2019-0106-ZAF,2019.0,,Natural,Hydrological,Flood,,,,South Africa,ZAF,Southern Africa,Africa,"Ntuzuma,Verusalam, Inanda and KwaMashu towns (north of Durban city, KwaZulu-Natal Province)",Heavy rains,Storm,,,,,,Km2,,,,10.0,,,,,,,,eThekwini Metropolitan Municipality (Adm2). ,2019-03-08,2019-03-12,"['Ntuzuma,Verusalam', 'Inanda and KwaMashu towns', 'north of Durban city', 'KwaZulu-Natal Province']",0.0,0.0,2.0
1222,2019-0514-CIV,2019.0,,Natural,Hydrological,Flood,,,FL-2019-000131,Côte d’Ivoire,CIV,Western Africa,Africa,"Aboisso, Alépé, Grand Bassam, Ayamé, Man, Bonoua, Agboville, Ono and Adiaké (Abidjan)",,Storm,,,,,,Km2,,,,12.0,32.0,14002.0,612.0,14646.0,,,,District autonome de Abidjan (Adm1). ,2019-10-11,2019-10-13,"['Aboisso', 'Alépé', 'Grand Bassam', 'Ayamé', 'Man', 'Bonoua', 'Agboville', 'Ono and Adiaké', 'Abidjan']",0.0,0.0,2.0
1223,2019-0046-USA,2019.0,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,United States of America (the),USA,Northern America,Americas,Upper midwest,,Cold wave,,,,,,Kph,,,,22.0,,,,,,,,"Iowa, Michigan, Minnesota, North Dakota, South Dakota, Wisconsin (Adm1). ",2019-01-29,2019-01-31,['Upper midwest'],0.0,2.0,10.0
1224,2019-0184-USA,2019.0,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,United States of America (the),USA,Northern America,Americas,"Texas, Lousiana states",,Flood,,,Yes,,,Kph,,,,5.0,,,,,,,,"Louisiana, Texas (Adm1). ",2019-04-24,2019-04-26,"['Texas', 'Lousiana states']",0.0,0.0,21.0
1225,2019-0110-ZWE,2019.0,TC-2019-000021,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Idai',Zimbabwe,ZWE,Eastern Africa,Africa,"Chikomba, Mudzi, Mutoko, UMP districts (Mash East pronvince); Chipinge, Chimanimani, Buhera, Mutare (Manicaland); Gutu, Bikita, Zaka, Masvingo (Masvingo); Murambinda, Nyanga, Mutasa, Checheche, Biriwiri, Chibuwe, Chakohwa, Nyanyadzi, Berzely Bridge, Mutimurefu, Ngundu, , Mutasa",,Flood,,,Yes,,,Kph,,,,628.0,186.0,270000.0,,270186.0,,,,"Bikita, Bindura, Buhera, Chikomba, Chimanimani, Chipinge, Gutu, Masvingo, Mudzi, Mutare, Mutasa, Mutoko, Nyanga, Uzumba-Maramba-Pfungwe, Zaka (Adm2). ",2019-03-14,2019-03-14,"['Chikomba', 'Mudzi', 'Mutoko', 'UMP districts', 'Mash East pronvince', 'Chipinge', 'Chimanimani', 'Buhera', 'Mutare', 'Manicaland', 'Gutu', 'Bikita', 'Zaka', 'Masvingo', 'Masvingo', 'Murambinda', 'Nyanga', 'Mutasa', 'Checheche', 'Biriwiri', 'Chibuwe', 'Chakohwa', 'Nyanyadzi', 'Berzely Bridge', 'Mutimurefu', 'Ngundu', '', 'Mutasa']",0.0,0.0,10.0
1226,2019-0532-CAN,2019.0,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Canada,CAN,Northern America,Americas,"Bromont, Sherbrooke (Quebec); Ontario",,Flood,,,,,100.0,Kph,,,,1.0,,,,,,,314797.0,"Ontario (Adm1). Brome-Missisquoi, Sherbrooke (Adm2). ",2019-10-31,2019-11-02,"['Bromont', 'Sherbrooke', 'Quebec', 'Ontario']",0.0,1.0,11.0
1229,2019-0007-USA,2019.0,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,United States of America (the),USA,Northern America,Americas,"Missouri, Illinois, Iowa, Kansas, Nebraska, Washington DC, Virginia, Colorado, North, South Carolina",,Snow/ice,,,Yes,,,Kph,,,,13.0,57.0,,,57.0,,,,"Colorado, District of Columbia, Illinois, Iowa, Kansas, Missouri, Nebraska, North Carolina, South Carolina, Virginia (Adm1). ",2019-01-11,2019-01-15,"['Missouri', 'Illinois', 'Iowa', 'Kansas', 'Nebraska', 'Washington DC', 'Virginia', 'Colorado', 'North', 'South Carolina']",0.0,10.0,13.0
1230,2019-0033-SAU,2019.0,,Natural,Hydrological,Flood,,,,Saudi Arabia,SAU,Western Asia,Asia,Tabouk,Heavy rains,,,,,,632316.0,Km2,26.674,41.295,,12.0,,271.0,,271.0,,,,Tabuk (Adm1). ,2019-01-27,2019-01-30,['Tabouk'],0.0,1.0,6.0
1231,2019-0252-SAU,2019.0,,Natural,Hydrological,Flood,,,,Saudi Arabia,SAU,Western Asia,Asia,Taif (Meccah province),,,,,,,238157.0,Km2,18.54,45.254,,1.0,,36.0,,36.0,,,,Makkah (Adm1). ,2019-05-22,2019-05-27,"['Taif', 'Meccah province']",0.0,54.0,7.0
1232,2019-0280-SDN,2019.0,,Natural,Hydrological,Flood,,,,Sudan (the),SDN,Northern Africa,Africa,North and South Darfur,Heavy rains,,,,,,,Km2,,,,,,6198.0,,6198.0,,,,"Northern Darfur, Southern Darfur (Adm1). ",2019-06-08,2019-06-18,['North and South Darfur'],0.0,6.0,30.0
1233,2019-0137-SYR,2019.0,FL-2019-000031-SYR,Natural,Hydrological,Flood,,,,Syrian Arab Republic,SYR,Western Asia,Asia,"Idleb, Al Hasakeh Governate",Torrential rains,,,,,,,Km2,,,,2.0,,235000.0,,235000.0,,,,"Hassakeh, Idleb (Adm1). ",2019-03-30,2019-04-03,"['Idleb', 'Al Hasakeh Governate']",9.0,63.0,28.0
1234,2019-0009-THA,2019.0,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cylone 'Pabuk',Thailand,THA,South-Eastern Asia,Asia,"Nakhon Si Thammarat, Surat Thani provinces",,,,,,,,Kph,,,,7.0,,720885.0,,720885.0,,,,"Nakhon Si Thammarat, Surat Thani (Adm1). ",2019-01-04,2019-01-04,"['Nakhon Si Thammarat', 'Surat Thani provinces']",0.0,7.0,4.0
1235,2019-0274-TUR,2019.0,,Natural,Hydrological,Flood,Flash flood,,,Turkey,TUR,Western Asia,Asia, Arakli District (Trabzon Province),Heavy rains,,,,,,12361.0,Km2,40.706,41.047,,10.0,,70.0,,70.0,,,,Arakli (Adm2). ,2019-06-18,2019-06-20,"[' Arakli District', 'Trabzon Province']",0.0,1.0,31.0
1236,2019-0165-TZA,2019.0,,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Kenneth',"Tanzania, United Republic of",TZA,Eastern Africa,Africa,"Mtwara, Lindi",,,,,,,,Kph,,,,,,2000000.0,,2000000.0,,,,"Lindi, Mtwara (Adm1). ",2019-04-26,2019-04-26,"['Mtwara', 'Lindi']",5.0,0.0,52.0
1238,2019-0203-TZA,2019.0,FL-2019-000048,Natural,Hydrological,Flood,,,,"Tanzania, United Republic of",TZA,Eastern Africa,Africa,"Kyela district (Mbeya region), Kinondoni, ilala, Temeke muncipalities (Dar Es Salaam)",,,,,,,,Km2,,,,5.0,,5000.0,,5000.0,,,,"Ilala, Kinondoni, Kyela, Temeke (Adm2). ",2019-05-13,2019-05-17,"['Kyela district', 'Mbeya region', 'Kinondoni', 'ilala', 'Temeke muncipalities', 'Dar Es Salaam']",0.0,0.0,4.0
1239,2019-0179-UGA,2019.0,,Natural,Hydrological,Flood,Flash flood,,,Uganda,UGA,Eastern Africa,Africa,"Kabugundo, Nabeyo, Itanwa (Buyende and Kamuli districts)",Heavy rains,,,,,,,Km2,,,,15.0,,100.0,,100.0,,,,"Buyende, Kamuli (Adm1). ",2019-04-22,2019-04-23,"['Kabugundo', 'Nabeyo', 'Itanwa', 'Buyende and Kamuli districts']",0.0,0.0,7.0
1240,2019-0254-UGA,2019.0,,Natural,Hydrological,Flood,Flash flood,,,Uganda,UGA,Eastern Africa,Africa,"Kikajjo, Lubowaa, Lufuka (Kampala)",,,,,,,,Km2,,,,8.0,,2500.0,,2500.0,,,,"Busiro, Kyadondo (Adm2). ",2019-05-26,2019-05-29,"['Kikajjo', 'Lubowaa', 'Lufuka', 'Kampala']",27.0,0.0,6.0
1241,2019-0040-URY,2019.0,,Natural,Hydrological,Flood,,,,Uruguay,URY,South America,Americas,"Artigas, Durazno, Florida, Soriano, Salto",Heavy rains,,,,,,,Km2,,,,,,5427.0,,5427.0,,,,"Artigas, Durazno, Florida, Salto, Soriano (Adm1). ",2019-01-10,2019-01-23,"['Artigas', 'Durazno', 'Florida', 'Soriano', 'Salto']",0.0,0.0,5.0
1242,2019-0273-URY,2019.0,,Natural,Hydrological,Flood,,,,Uruguay,URY,South America,Americas,"Florida, Durazno",Heavy rains,,,,,,,Km2,,,,,,7406.0,,7406.0,,,,"Durazno, Florida (Adm1). ",2019-06-11,2019-06-24,"['Florida', 'Durazno']",0.0,0.0,0.0
1243,2019-0081-USA,2019.0,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,"Alabama, Georgia, South Carolina, Florida, Mississippi, ",,,,,,,,Kph,,,,28.0,90.0,,,90.0,,160260.0,217496.0,"Alabama, Florida, Georgia, Mississippi, South Carolina (Adm1). ",2019-03-03,2019-03-04,"['Alabama', 'Georgia', 'South Carolina', 'Florida', 'Mississippi', '']",32.0,7.0,2.0
1244,2019-0306-USA,2019.0,,Natural,Geophysical,Earthquake,Ground movement,,,United States of America (the),USA,Northern America,Americas,Ridgecrest (Califronia),,,,,Yes,,7.0,Richter,35.77,-117.599,,,,150.0,,150.0,,57236.0,228943.0,Kern (Adm2). ,2019-07-05,2019-07-05,"['Ridgecrest', 'Califronia']",1.0,217.0,0.0
1245,2019-0307-USA,2019.0,,Natural,Hydrological,Flood,,,,United States of America (the),USA,Northern America,Americas,"Lincolnton region (Lincoln County, North Carolina)",Heavy rains,,,,Yes,,,Km2,,,Catawba river,3.0,,600.0,,600.0,,,,Lincoln (Adm2). ,2019-06-06,2019-06-09,"['Lincolnton region', 'Lincoln County', 'North Carolina']",0.0,0.0,13.0
1246,2019-0213-YEM,2019.0,FF-2019-000054,Natural,Hydrological,Flood,Flash flood,,,Yemen,YEM,Western Asia,Asia,"Marib, Sa’ada, Aden, Shabwa, Lahj, Taizz, Hadramaut, Ibb, Al Bayda, Al Jawf, Hajjah, Dhamar, Rayma, Hajjah governorates.",Torrential rains,,,,,,,Km2,,,,8.0,,80000.0,,80000.0,,,,"Aden, Al Bayda, Al Jawf, Dhamar, Hadramaut, Hajjah, Ibb, Lahj, Marib, Raymah, Sa'ada, Shabwah, Taizz (Adm1). ",2019-06-11,2019-06-14,"['Marib', 'Sa’ada', 'Aden', 'Shabwa', 'Lahj', 'Taizz', 'Hadramaut', 'Ibb', 'Al Bayda', 'Al Jawf', 'Hajjah', 'Dhamar', 'Rayma', 'Hajjah governorates.']",0.0,0.0,22.0
1247,2019-0122-YEM,2019.0,,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Yemen,YEM,Western Asia,Asia,"Ibb, Amanat (Sana’a city) and Hodeidah governorate",,,,,,,,Vaccinated,,,,713.0,461542.0,,,461542.0,,,,,2019-01-01,2019-07-05,"['Ibb', 'Amanat', 'Sana’a city and Hodeidah governorate']",27.0,0.0,16.0
1248,2019-0252-YEM,2019.0,,Natural,Hydrological,Flood,,,,Yemen,YEM,Western Asia,Asia,Sanaa,,,,,,,,Km2,,,,6.0,,,,,,,,Sana'a (Adm1). ,2019-05-17,2019-05-27,['Sanaa'],0.0,0.0,37.0
1249,2019-0182-ZAF,2019.0,,Natural,Hydrological,Flood,,,,South Africa,ZAF,Southern Africa,Africa,Eastern Cape Province,Heavy rains,,,,,,,Km2,,,,13.0,,,,,,,,Eastern Cape (Adm1). ,2019-05-02,2019-05-02,['Eastern Cape Province'],0.0,40.0,26.0
1250,2019-0170-COD,2019.0,,Natural,Hydrological,Landslide,Landslide,,,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,"Mahanga, Masisi (Osso Banyungu, Nord-Kivu)",Heavy rains,,,,,,,,,,,13.0,,,450.0,450.0,,,,Nord-Kivu (Adm1). ,2019-04-26,2019-04-29,"['Mahanga', 'Masisi', 'Osso Banyungu', 'Nord-Kivu']",0.0,0.0,0.0
1251,2019-0048-ZMB,2019.0,,Natural,Hydrological,Flood,,,,Zambia,ZMB,Eastern Africa,Africa, Muchinga Province ,Heavy seasonal rains,,,,,,,Km2,,,,4.0,,,,,,,,"Chama, Chinsali, Isoka, Mpika, Nakonde (Adm2). ",2019-01-01,2019-01-31,[' Muchinga Province '],0.0,0.0,0.0
1252,2019-0094-ZWE,2019.0,,Natural,Hydrological,Flood,Flash flood,,,Zimbabwe,ZWE,Eastern Africa,Africa,"Masvingo, Mashonaland West",Heavy rain,,,,Yes,,154678.0,Km2,-19.041,30.804,,26.0,,,,,,,,"Mashonaland West, Masvingo (Adm1). ",2019-02-11,2019-02-18,"['Masvingo', 'Mashonaland West']",0.0,0.0,0.0
1253,2019-0275-SRB,2019.0,FL-2019-000052,Natural,Hydrological,Flood,,,,Serbia,SRB,Southern Europe,Europe,"Moravicki, Raski, Sumadijski and Pomoravski districts; Kraljevo, Novi Pazar, Paracin, Sremska Mitrovica, Knic, Arilje, Lucani, Tutin, Trstenik, Pozega, Vrnjacka banja, Koceljeva, Rekovac, Gornji Milanovac, Ljig, Cacak, Ivanjica, Aleksinac, Porkuplje, Krupanj municipalities",,,,,Yes,,,Km2,,,,,,11650.0,,11650.0,,,,"Kolubarski, Macvanski, Moravicki, Pomoravski, Rasinski, Raski, Sumadijski, Toplicki (Adm1). ",2019-06-02,2019-06-07,"['Moravicki', 'Raski', 'Sumadijski and Pomoravski districts', 'Kraljevo', 'Novi Pazar', 'Paracin', 'Sremska Mitrovica', 'Knic', 'Arilje', 'Lucani', 'Tutin', 'Trstenik', 'Pozega', 'Vrnjacka banja', 'Koceljeva', 'Rekovac', 'Gornji Milanovac', 'Ljig', 'Cacak', 'Ivanjica', 'Aleksinac', 'Porkuplje', 'Krupanj municipalities']",0.0,0.0,0.0
